customer_id,signup_date,age,gender,annual_income,education,marital_status,dependents,tenure,contract,payment_method,paperless_billing,senior_citizen,monthlycharges,totalcharges,num_services,has_phone_service,has_internet_service,has_online_security,has_online_backup,has_device_protection,has_tech_support,has_streaming_tv,has_streaming_movies,customer_satisfaction,num_complaints,num_service_calls,late_payments,avg_monthly_gb,days_since_last_interaction,credit_score,churn
CUST0000858885,,34,Male,20000.0,college,single,0,13,two_year,bank_transfer,1,0,47.41,606.6,1,1,0,0,0,0,0,0,0,4.0,1.0,1,1,0.0,16,633.0,0
CUST0000503248,,64,Female,25733.3,master,single,0,12,two_year,bank_transfer,1,0,129.13,1537.2,2,1,1,0,1,0,0,1,1,9.0,3.0,3,0,36.36,36,768.0,0
CUST0000864742,,41,Female,49540.59,high_school,married,2,2,one_year,electronic_check,1,0,60.34,118.64,5,0,0,0,0,0,0,0,1,5.0,2.0,2,0,0.0,48,598.0,1
CUST0000035033,,50,Female,21389.12,high_school,married,0,16,one_year,bank_transfer,0,0,94.28,1570.34,3,0,0,0,0,0,0,1,1,9.0,1.0,1,0,0.0,17,646.0,0
CUST0000995704,,31,Male,27622.25,high_school,single,0,31,one_year,electronic_check,1,0,59.26,1683.38,1,1,1,1,1,1,0,0,0,7.0,0.0,1,1,27.77,69,726.0,0
CUST0000376762,,46,Female,48954.6,phd,married,1,13,two_year,bank_transfer,1,0,77.63,955.83,4,1,1,0,0,0,0,1,1,9.0,1.0,2,0,30.05,126,793.0,0
CUST0000811354,,58,Male,22720.72,high_school,married,0,46,one_year,bank_transfer,1,0,111.09,4955.91,4,1,1,0,0,0,1,1,0,4.0,1.0,1,0,42.87,4,683.0,0
CUST0000577746,,42,Male,44805.68,master,married,0,10,one_year,mailed_check,0,1,62.21,668.0,1,1,1,0,1,1,1,0,0,9.0,0.0,2,2,122.59,22,635.0,0
CUST0000659807,,50,Male,23911.04,high_school,single,1,15,two_year,electronic_check,1,0,100.54,1533.06,2,1,1,1,0,0,1,1,1,6.0,1.0,5,0,21.26,59,645.0,0
CUST0000219340,,35,Female,68979.0,bachelor,widowed,0,14,one_year,bank_transfer,1,0,77.0,1123.9,2,1,1,0,0,0,1,0,0,9.0,1.0,1,1,20.86,83,596.0,1
CUST0000979756,,51,Female,61009.96,bachelor,single,2,63,one_year,bank_transfer,1,0,72.82,4751.97,4,0,1,1,1,0,1,0,1,8.0,1.0,1,0,15.06,72,533.0,0
CUST0000625692,,53,Female,37636.02,high_school,married,1,1,two_year,electronic_check,0,0,92.15,85.55,4,1,0,0,0,0,1,0,1,5.0,1.0,3,0,0.0,12,750.0,0
CUST0000215340,,22,Female,90958.82,bachelor,single,0,14,one_year,credit_card,0,0,55.64,705.16,3,1,0,0,0,0,0,0,0,5.0,0.0,1,0,0.0,28,812.0,0
CUST0000443418,,40,Male,20000.0,college,single,0,5,one_year,credit_card,1,0,133.85,684.16,4,1,1,0,1,1,0,1,0,8.0,2.0,1,0,88.68,88,699.0,0
CUST0000980329,,57,Male,76257.6,phd,single,0,17,one_year,credit_card,1,0,95.4,1776.82,1,1,1,0,1,1,0,0,1,7.0,1.0,1,0,58.18,8,670.0,0
CUST0000336984,,18,Other,91972.97,high_school,divorced,1,72,two_year,electronic_check,0,0,115.94,5569.29,3,1,1,1,0,1,0,1,1,7.0,1.0,5,0,61.06,40,724.0,0
CUST0000518813,,33,Male,58210.58,bachelor,single,2,26,one_year,credit_card,0,1,71.47,1888.14,2,0,1,1,1,0,0,0,1,1.0,1.0,2,0,27.77,1,606.0,1
CUST0000943379,,57,Male,23796.72,college,single,0,33,one_year,credit_card,0,1,92.95,3350.55,2,1,1,0,1,1,0,0,1,9.0,0.0,0,0,23.85,27,512.0,0
CUST0000002086,,39,Male,49038.33,high_school,widowed,0,72,one_year,mailed_check,1,0,106.27,7599.61,5,1,1,1,0,0,1,1,0,7.0,1.0,0,0,51.75,1,540.0,0
CUST0000663616,,71,Male,34725.2,college,divorced,0,72,one_year,credit_card,1,0,69.63,4897.46,1,0,1,0,1,0,0,0,1,6.0,1.0,3,1,71.59,9,730.0,0
CUST0000677815,,54,Male,60464.11,high_school,married,2,24,one_year,bank_transfer,1,0,88.19,2046.21,1,1,1,0,1,1,0,1,1,8.0,0.0,0,1,16.18,1,798.0,1
CUST0000957738,,60,Male,22201.81,college,single,0,49,one_year,credit_card,1,0,120.24,3805.81,3,1,1,0,0,0,0,1,1,9.0,3.0,4,0,17.45,2,717.0,0
CUST0000543083,,42,Female,138544.24,college,married,0,53,one_year,mailed_check,1,0,97.83,5084.17,2,1,1,0,0,0,1,0,1,8.0,1.0,2,0,14.14,93,779.0,0
CUST0000529928,,50,Male,43276.72,college,married,0,17,one_year,credit_card,1,1,45.67,807.13,2,0,0,0,0,0,0,1,0,8.0,0.0,2,0,0.0,5,624.0,0
CUST0000066337,,38,Female,46439.48,college,married,0,16,two_year,credit_card,0,0,43.54,689.68,1,1,1,0,0,1,1,0,0,3.0,2.0,3,0,142.96,138,654.0,0
CUST0000272967,,42,Male,96640.37,phd,divorced,0,69,two_year,mailed_check,1,0,109.05,7267.77,2,0,1,1,1,0,0,0,0,8.0,1.0,2,1,42.79,39,639.0,0
CUST0000876376,,71,Female,87134.34,college,divorced,1,6,one_year,bank_transfer,1,0,103.85,567.23,3,0,1,1,1,0,1,1,0,4.0,2.0,3,0,107.04,59,687.0,0
CUST0000443182,,69,Female,141402.13,master,married,0,1,one_year,bank_transfer,1,0,152.75,159.01,6,1,1,1,0,0,1,0,0,8.0,1.0,2,1,36.38,36,525.0,0
CUST0000038748,,62,Male,50920.04,bachelor,married,1,24,two_year,bank_transfer,1,1,95.72,2336.39,1,0,1,0,1,0,1,1,1,7.0,1.0,5,0,43.85,17,680.0,0
CUST0000244519,,54,Male,20000.0,high_school,married,0,28,one_year,mailed_check,1,1,87.14,2545.75,1,1,1,0,0,0,1,0,1,8.0,1.0,2,0,89.39,79,618.0,0
CUST0000321942,,34,Female,65161.7,college,married,2,59,two_year,electronic_check,1,0,78.54,4327.33,1,1,1,0,1,1,0,1,0,4.0,2.0,4,0,19.09,27,729.0,0
CUST0000212424,,47,Male,22905.42,bachelor,single,0,48,two_year,electronic_check,1,0,67.87,3448.64,3,1,1,0,0,1,0,0,1,7.0,1.0,0,1,12.54,24,807.0,0
CUST0000684488,,51,Male,48129.14,college,married,0,21,one_year,credit_card,1,0,95.13,2155.45,3,1,1,0,1,1,1,0,0,5.0,0.0,0,0,78.76,100,708.0,0
CUST0000460022,,44,Male,20000.0,bachelor,married,0,1,one_year,bank_transfer,1,0,84.93,65.31,2,1,1,1,1,0,1,1,1,8.0,1.0,1,0,42.12,36,802.0,0
CUST0000330798,,38,Female,59473.22,college,married,3,5,two_year,credit_card,1,0,77.28,272.22,1,0,1,0,0,1,1,1,1,7.0,1.0,2,0,56.39,2,761.0,0
CUST0000820288,,18,Female,130007.21,bachelor,divorced,2,2,one_year,bank_transfer,1,0,144.27,183.43,6,1,1,0,0,0,1,1,0,4.0,1.0,6,0,37.95,24,582.0,0
CUST0000934969,,55,Male,74103.88,high_school,married,1,29,one_year,credit_card,0,0,112.86,2417.01,3,1,1,0,0,0,0,1,0,3.0,0.0,1,0,87.68,23,681.0,0
CUST0000878903,,57,Male,53454.56,bachelor,single,3,45,two_year,bank_transfer,1,0,62.13,3031.15,1,1,0,0,0,0,0,0,0,5.0,1.0,2,0,0.0,85,732.0,0
CUST0000507015,,65,Female,80475.09,bachelor,married,0,27,one_year,credit_card,0,0,107.97,3104.03,6,0,1,0,1,0,0,0,1,5.0,0.0,1,1,22.62,83,684.0,0
CUST0000063469,,42,Female,23922.13,phd,married,4,48,two_year,credit_card,0,1,96.06,4878.83,3,1,1,0,1,0,0,1,0,8.0,2.0,3,0,116.22,39,647.0,0
CUST0000568671,,63,Female,31987.26,college,married,1,20,two_year,mailed_check,1,0,77.78,1607.22,4,1,1,0,0,0,0,1,1,8.0,1.0,0,0,79.46,50,611.0,0
CUST0000855772,,18,Male,71887.31,master,married,0,5,one_year,credit_card,1,0,75.23,271.07,1,1,1,1,1,0,1,0,1,9.0,1.0,2,0,53.43,55,567.0,0
CUST0000606373,,32,Female,29792.32,bachelor,married,3,29,two_year,credit_card,1,0,92.37,2465.48,1,1,1,1,1,0,1,1,0,2.0,1.0,1,0,27.77,2,696.0,0
CUST0000358901,,18,Female,76230.71,bachelor,married,0,31,one_year,bank_transfer,1,0,110.37,2325.6,3,1,1,0,0,1,0,1,1,5.0,1.0,2,0,42.37,22,678.0,0
CUST0000178393,,36,Male,170424.0,high_school,single,0,5,two_year,credit_card,1,0,92.31,347.54,3,1,1,1,0,0,1,0,1,9.0,1.0,1,0,111.48,21,707.0,0
CUST0000921915,,29,Male,63604.34,bachelor,single,1,18,one_year,mailed_check,0,0,89.86,1503.27,3,1,1,0,1,1,0,1,0,9.0,0.0,2,1,18.19,38,616.0,1
CUST0000348366,,26,Female,28574.27,high_school,divorced,0,7,two_year,electronic_check,1,0,120.38,924.36,6,1,1,0,0,0,0,0,1,8.0,2.0,5,0,31.77,64,724.0,0
CUST0000377483,,39,Female,85197.0,master,married,0,3,one_year,bank_transfer,1,1,58.45,162.67,3,1,0,0,0,0,0,1,0,9.0,0.0,1,0,0.0,32,794.0,0
CUST0000044793,,18,Female,38107.67,high_school,single,1,2,two_year,credit_card,1,0,90.22,114.74,3,1,1,0,0,1,0,1,1,1.0,0.0,2,0,27.42,93,701.0,0
CUST0000690928,,28,Female,104766.86,college,married,1,12,two_year,credit_card,0,0,105.01,1219.49,1,0,1,0,0,0,0,1,1,3.0,0.0,1,0,6.24,7,652.0,0
CUST0000050314,,23,Female,48954.6,bachelor,widowed,1,2,one_year,bank_transfer,1,0,115.72,242.48,4,1,1,0,1,0,0,1,1,5.0,0.0,0,2,14.88,161,626.0,0
CUST0000780882,,20,Female,109783.91,bachelor,widowed,1,1,two_year,electronic_check,0,0,105.83,100.12,4,1,1,1,1,0,0,1,0,1.0,1.0,2,1,42.78,28,782.0,0
CUST0000018959,,51,Female,88862.65,college,married,0,9,one_year,electronic_check,1,0,86.09,765.2,2,1,1,0,1,0,0,0,1,7.0,1.0,2,1,85.64,30,823.0,0
CUST0000804704,,38,Male,48954.6,college,married,2,3,one_year,electronic_check,0,1,126.86,390.63,5,1,1,0,0,0,0,1,1,9.0,0.0,3,0,6.81,31,627.0,0
CUST0000008986,,45,Male,20000.0,bachelor,married,0,6,two_year,mailed_check,1,1,81.38,500.02,5,1,1,0,1,0,0,1,0,7.0,1.0,2,1,91.85,143,687.0,0
CUST0000099902,,42,Male,27903.25,bachelor,married,0,21,one_year,bank_transfer,0,0,82.48,1789.36,3,1,1,0,1,0,0,1,1,7.0,1.0,1,2,85.66,42,729.0,1
CUST0000655319,,59,Female,61053.31,high_school,divorced,0,31,one_year,mailed_check,1,0,63.9,2153.41,4,0,1,0,1,0,0,1,1,3.0,1.0,0,1,28.36,65,793.0,0
CUST0000224929,,37,Female,46894.47,bachelor,single,1,7,one_year,bank_transfer,1,0,61.67,316.61,2,1,1,0,0,0,0,1,0,3.0,0.0,0,0,33.11,37,835.0,0
CUST0000926626,,53,Female,90303.46,college,married,0,43,one_year,mailed_check,1,1,70.83,3211.93,3,1,1,1,1,0,0,0,1,5.0,0.0,0,2,49.86,18,726.0,0
CUST0000067899,,48,Male,59732.38,high_school,single,1,72,one_year,bank_transfer,1,0,78.33,5546.7,3,1,1,0,1,1,1,1,1,2.0,0.0,2,1,29.67,5,696.0,0
CUST0000068879,,41,Female,191847.46,phd,divorced,1,6,one_year,bank_transfer,1,0,66.73,371.64,2,1,0,0,0,0,0,0,0,9.0,0.0,0,0,0.0,2,438.0,1
CUST0000904485,,24,Female,163677.43,bachelor,single,1,35,two_year,bank_transfer,1,0,135.12,5016.71,4,1,1,0,0,0,0,1,0,6.0,0.0,0,0,30.65,7,646.0,0
CUST0000244300,,60,Female,40251.72,bachelor,married,2,2,two_year,electronic_check,0,0,67.76,144.66,2,1,0,0,0,0,0,1,1,8.0,2.0,0,1,0.0,2,683.0,0
CUST0000912238,,25,Female,52244.14,bachelor,single,3,6,one_year,electronic_check,1,0,72.98,457.32,3,1,0,0,0,0,1,1,1,7.0,1.0,0,1,0.0,2,596.0,0
CUST0000803685,,45,Male,53184.43,college,married,0,46,one_year,electronic_check,1,0,89.55,3780.84,5,0,1,0,1,0,1,1,1,8.0,0.0,2,0,13.22,55,671.0,0
CUST0000444937,,31,Male,30814.66,college,married,0,38,one_year,credit_card,0,1,121.02,4684.47,6,0,1,1,1,0,0,1,0,9.0,2.0,2,0,10.22,55,685.0,0
CUST0000895959,,29,Female,68178.11,high_school,married,1,36,two_year,mailed_check,0,1,78.49,2766.08,3,1,1,0,1,0,0,0,0,4.0,0.0,2,0,106.57,77,767.0,1
CUST0000858829,,40,Female,39204.83,high_school,married,2,72,one_year,credit_card,0,0,101.34,7914.92,1,1,1,1,0,0,1,1,1,7.0,1.0,0,0,24.79,34,799.0,0
CUST0000575348,,47,Male,180858.86,bachelor,single,0,31,one_year,credit_card,1,0,77.95,2485.6,1,1,1,0,0,0,1,0,1,6.0,2.0,2,0,35.62,13,701.0,0
CUST0000464017,,43,Male,64588.58,college,single,1,11,two_year,credit_card,1,1,109.71,1278.27,4,1,1,0,1,0,0,1,1,7.0,1.0,0,0,62.39,71,552.0,0
CUST0000196830,,36,Female,23735.52,high_school,married,0,7,one_year,bank_transfer,0,0,75.7,570.06,4,1,1,1,1,0,0,1,1,9.0,0.0,1,0,27.77,68,492.0,0
CUST0000309024,,47,Male,59476.77,bachelor,married,0,4,two_year,credit_card,0,1,76.3,292.4,1,1,1,0,1,1,1,1,1,9.0,2.0,2,1,21.1,49,764.0,0
CUST0000347382,,51,Female,37656.43,bachelor,widowed,1,49,two_year,bank_transfer,1,0,124.89,5604.36,4,1,1,0,1,1,1,1,1,8.0,0.0,2,1,123.76,40,751.0,0
CUST0000310805,,69,Male,35040.39,high_school,married,0,35,one_year,electronic_check,1,1,136.79,4650.45,4,1,1,0,1,0,0,1,0,6.0,0.0,3,1,52.51,19,560.0,0
CUST0000837524,,37,Female,20000.0,college,single,0,16,one_year,electronic_check,0,0,50.63,545.12,3,1,0,0,0,0,0,0,0,9.0,1.0,1,2,0.0,16,611.0,1
CUST0000268241,,34,Male,48954.6,college,married,1,25,one_year,mailed_check,0,0,91.91,2476.55,2,1,1,0,0,0,1,0,1,5.0,2.0,3,1,55.15,2,707.0,0
CUST0000366138,,51,Male,64063.14,college,single,0,7,one_year,credit_card,1,1,82.38,576.86,1,0,1,1,1,0,1,0,1,6.0,0.0,2,1,35.72,26,544.0,0
CUST0000449597,,45,Female,49898.28,bachelor,married,0,23,one_year,credit_card,1,1,59.54,885.8,1,1,1,0,1,0,1,0,0,9.0,1.0,2,0,48.9,31,754.0,0
CUST0000586918,,38,Female,20000.0,college,married,2,2,one_year,credit_card,1,0,93.33,172.62,4,1,1,0,1,0,0,0,1,9.0,0.0,0,0,61.85,28,544.0,0
CUST0000980754,,25,Female,67774.11,bachelor,single,0,44,one_year,mailed_check,1,0,76.02,3189.36,2,1,1,0,1,1,0,1,0,9.0,1.0,1,2,15.49,49,628.0,0
CUST0000051663,,41,Male,50435.3,college,single,0,1,two_year,credit_card,1,0,70.42,77.15,1,1,1,0,0,0,0,0,0,8.0,2.0,6,2,89.51,5,596.0,0
CUST0000892874,,56,Female,50435.99,bachelor,single,0,72,one_year,bank_transfer,1,0,72.99,3752.13,3,1,0,0,0,0,0,1,0,1.0,1.0,1,1,0.0,3,636.0,0
CUST0000576799,,67,Male,112067.14,college,married,0,23,two_year,credit_card,1,1,130.33,2222.41,3,1,1,1,1,0,1,0,1,6.0,0.0,2,0,102.64,10,762.0,0
CUST0000480867,,43,Male,26857.99,college,married,0,4,month_to_month,electronic_check,1,0,59.34,247.13,1,1,0,0,0,0,0,1,1,9.0,2.0,1,0,0.0,9,741.0,1
CUST0000550671,,61,Male,25543.65,high_school,married,1,11,one_year,electronic_check,0,1,99.07,1083.45,3,1,1,0,0,1,1,0,1,3.0,0.0,2,0,21.36,39,792.0,0
CUST0000584292,,37,Female,31439.21,high_school,married,2,48,one_year,credit_card,1,0,60.99,3163.15,2,1,0,0,0,0,0,1,0,9.0,1.0,1,1,0.0,10,783.0,0
CUST0000362132,,28,Female,56287.28,bachelor,married,0,4,two_year,electronic_check,1,1,98.24,356.29,2,1,1,0,1,0,0,0,0,9.0,3.0,3,0,26.15,54,727.0,0
CUST0000033320,,34,Male,66645.16,college,single,1,52,two_year,credit_card,1,0,89.37,5009.57,4,1,1,1,1,0,1,0,1,6.0,1.0,1,0,39.99,42,790.0,0
CUST0000215538,,18,Male,30065.61,high_school,divorced,0,39,one_year,credit_card,1,0,119.31,4853.17,6,1,1,0,0,1,0,1,1,6.0,1.0,1,0,9.83,58,703.0,0
CUST0000126315,,47,Female,41519.45,high_school,married,0,2,month_to_month,credit_card,1,0,40.15,87.49,1,1,1,1,1,1,1,1,0,1.0,3.0,8,1,27.77,18,750.0,1
CUST0000460374,,58,Male,42574.48,college,single,1,1,one_year,mailed_check,1,1,89.05,82.57,2,1,1,0,0,0,0,1,1,6.0,1.0,2,0,27.77,1,740.0,0
CUST0000489380,,53,Male,31482.45,phd,married,1,32,two_year,mailed_check,1,1,69.97,2020.01,4,1,1,0,0,1,0,1,1,5.0,0.0,2,1,120.7,56,625.0,0
CUST0000063225,,48,Female,77204.82,college,single,0,7,two_year,credit_card,1,0,55.43,382.56,4,1,0,0,0,0,0,0,0,9.0,1.0,1,1,0.0,24,691.0,0
CUST0000965340,,41,Male,49135.68,bachelor,married,0,2,one_year,electronic_check,0,0,103.78,217.95,2,1,1,1,0,1,1,0,0,7.0,0.0,1,1,73.7,27,620.0,0
CUST0000779636,,45,Male,91373.21,high_school,married,2,21,one_year,credit_card,1,0,101.2,1471.46,4,1,1,1,0,1,1,1,0,8.0,0.0,1,0,25.68,18,582.0,0
CUST0000695826,,26,Male,20879.4,bachelor,married,4,33,one_year,credit_card,1,1,93.98,3377.67,4,0,0,0,0,0,0,1,1,4.0,0.0,2,0,27.77,18,792.0,0
CUST0000561881,,56,Male,28633.23,bachelor,married,1,5,one_year,credit_card,0,0,117.9,599.28,4,1,1,1,1,0,0,1,1,8.0,0.0,0,1,99.19,11,528.0,0
CUST0000279995,,18,Male,24308.26,bachelor,single,1,4,two_year,electronic_check,0,0,90.01,340.35,1,1,1,0,0,1,1,1,1,3.0,2.0,0,0,47.24,3,485.0,0
CUST0000876145,,44,Male,111433.53,high_school,divorced,0,28,one_year,electronic_check,0,0,96.93,2705.24,4,1,1,1,0,0,1,0,1,2.0,1.0,1,0,83.62,22,602.0,0
CUST0000571750,,59,Male,71335.58,high_school,married,2,67,one_year,bank_transfer,0,0,139.35,8900.19,5,1,1,1,1,0,1,1,0,6.0,2.0,2,0,77.97,1,649.0,0
CUST0000435459,,64,Male,95354.21,bachelor,single,1,21,one_year,bank_transfer,0,0,110.76,2097.14,2,1,1,0,1,0,1,0,1,8.0,0.0,1,0,50.92,93,639.0,0
CUST0000256148,,46,Female,61340.43,bachelor,divorced,1,29,two_year,credit_card,1,1,57.07,1681.15,3,1,1,1,0,1,1,1,1,9.0,0.0,0,0,78.98,43,692.0,0
CUST0000527944,,79,Male,42623.97,high_school,divorced,1,8,one_year,bank_transfer,1,0,97.32,715.34,3,1,1,0,1,0,0,1,1,6.0,0.0,1,1,24.36,9,662.0,0
CUST0000330302,,74,Male,82466.47,bachelor,single,0,4,two_year,electronic_check,0,0,81.26,345.36,3,1,1,1,0,1,0,0,0,5.0,0.0,3,1,21.71,8,621.0,0
CUST0000872560,,22,Female,54655.61,master,single,1,3,one_year,electronic_check,1,0,102.34,325.27,4,1,1,0,1,0,0,0,1,5.0,2.0,3,0,34.28,21,737.0,0
CUST0000069255,,46,Male,20392.61,master,married,0,27,one_year,credit_card,1,0,91.15,1656.17,3,1,1,0,1,1,0,0,1,2.0,0.0,1,1,15.4,91,704.0,0
CUST0000678876,,56,Male,84171.88,college,widowed,1,8,one_year,credit_card,0,0,72.26,574.96,5,1,0,0,0,0,0,0,1,1.0,0.0,2,0,0.0,56,493.0,0
CUST0000275406,,55,Female,177664.51,high_school,single,1,24,one_year,credit_card,1,0,40.36,1042.27,1,0,0,0,0,0,0,0,1,1.0,0.0,0,0,0.0,74,811.0,0
CUST0000943252,,50,Female,26668.3,bachelor,married,1,12,two_year,electronic_check,1,0,81.55,1071.91,3,0,0,0,0,0,1,1,1,8.0,2.0,3,0,0.0,5,647.0,0
CUST0000587306,,53,Female,49587.97,bachelor,married,1,6,two_year,credit_card,1,0,87.41,517.3,3,1,1,1,1,1,1,0,1,3.0,0.0,4,1,28.51,73,732.0,0
CUST0000889146,,62,Male,80568.55,high_school,single,0,59,one_year,electronic_check,1,1,65.53,3657.12,5,1,0,0,0,0,0,1,1,9.0,0.0,2,0,0.0,160,592.0,0
CUST0000379067,,67,Male,20000.0,college,divorced,0,72,two_year,mailed_check,1,0,60.76,3962.09,5,0,1,1,0,0,1,1,1,8.0,0.0,2,1,12.43,58,741.0,0
CUST0000115772,,45,Male,31978.97,college,single,1,31,one_year,electronic_check,1,0,77.34,2287.37,2,0,1,0,0,0,0,0,0,6.0,1.0,1,1,50.94,57,596.0,0
CUST0000517432,,58,Male,66982.21,bachelor,divorced,1,19,two_year,electronic_check,1,0,115.44,2317.92,2,1,1,0,0,1,1,1,0,5.0,0.0,1,0,57.68,12,652.0,0
CUST0000265974,,56,Male,81325.59,high_school,single,0,13,one_year,bank_transfer,0,0,90.06,1071.55,2,1,1,0,1,0,1,1,1,2.0,0.0,2,0,55.24,8,742.0,0
CUST0000675595,,42,Female,29205.93,bachelor,married,1,8,two_year,bank_transfer,1,0,73.17,636.22,4,1,0,0,0,0,0,0,0,8.0,2.0,3,1,0.0,19,680.0,0
CUST0000400808,,55,Male,21673.25,college,married,4,2,two_year,credit_card,0,0,74.01,161.53,1,1,1,0,0,0,0,1,0,4.0,0.0,1,0,7.31,145,672.0,0
CUST0000565511,,60,Male,68448.24,bachelor,married,1,1,one_year,bank_transfer,1,1,88.46,81.41,1,1,1,1,0,1,0,0,1,2.0,2.0,2,0,35.08,1,656.0,1
CUST0000100076,,36,Male,23090.91,high_school,divorced,0,21,one_year,electronic_check,1,0,144.53,3024.7,4,1,1,0,1,0,0,0,1,8.0,1.0,3,1,63.07,14,668.0,0
CUST0000701083,,18,Female,29009.96,college,widowed,0,12,one_year,credit_card,1,1,78.76,873.4,2,1,1,0,1,0,0,1,1,9.0,2.0,3,0,84.66,77,659.0,0
CUST0000103661,,29,Male,99096.16,college,married,2,24,one_year,electronic_check,1,1,64.67,1417.02,1,1,1,0,0,0,0,0,0,8.0,0.0,0,0,64.41,96,850.0,1
CUST0000172272,,37,Male,59642.35,master,married,0,22,one_year,credit_card,0,0,109.06,2411.05,3,1,1,0,0,0,1,0,1,3.0,2.0,1,0,27.77,1,645.0,0
CUST0000331228,,38,Female,20000.0,high_school,divorced,1,32,one_year,bank_transfer,1,0,70.29,2085.43,3,1,1,1,0,0,1,0,0,6.0,1.0,1,1,22.13,37,657.0,0
CUST0000259150,,31,Female,62445.41,phd,single,2,13,two_year,bank_transfer,1,0,88.96,1180.86,4,1,0,0,0,0,0,0,1,9.0,1.0,4,0,0.0,22,552.0,0
CUST0000938627,,42,Female,133214.58,high_school,single,1,39,one_year,mailed_check,0,1,65.44,2749.96,1,1,1,0,1,0,1,1,1,9.0,1.0,3,0,48.32,5,645.0,0
CUST0000606358,,38,Male,48404.72,college,married,1,14,two_year,electronic_check,0,0,99.87,1321.91,1,1,1,0,0,0,1,0,0,2.0,0.0,0,0,13.83,47,679.0,1
CUST0000990307,,44,Male,20000.0,high_school,married,1,1,one_year,credit_card,1,0,49.9,34.52,2,1,0,0,0,0,0,1,1,5.0,2.0,2,0,0.0,5,592.0,0
CUST0000829830,,74,Female,63300.96,bachelor,married,1,55,one_year,electronic_check,1,1,77.77,4320.06,1,1,1,0,0,0,0,0,1,6.0,2.0,5,0,46.7,95,731.0,0
CUST0000875278,,58,Female,59666.69,phd,married,0,10,one_year,electronic_check,1,1,56.42,604.21,2,1,1,1,1,0,0,0,1,9.0,2.0,3,0,65.4,81,572.0,0
CUST0000256730,,60,Male,44515.54,master,single,0,1,one_year,credit_card,1,0,93.63,70.89,2,1,1,0,0,0,1,0,0,8.0,0.0,4,0,35.84,30,717.0,0
CUST0000246896,,39,Female,69966.54,college,widowed,2,36,one_year,electronic_check,1,0,128.11,4795.38,5,1,1,0,1,1,0,0,1,9.0,0.0,0,0,42.87,16,774.0,0
CUST0000040811,,27,Female,90598.84,bachelor,divorced,0,22,one_year,bank_transfer,1,0,68.95,1439.29,2,1,1,0,1,1,0,1,1,3.0,0.0,1,0,21.38,227,608.0,0
